id,parentid,text,value
c25-1,c25,the,4
c25-2,c25,Sea,4
c25-3,c25,The,4
c25-4,c25,Don,4
c25-5,c25,Russian,4
c25-6,c25,Peter,4
c25-7,c25,circa,4
c25-8,c25,by,4
c25-9,c25,upon,4
c25-10,c25,was,4
c26,40,,4
c26-1,c26,the,4
c26-2,c26,Don,4
c26-3,c26,of,4
c26-4,c26,as,4
c26-5,c26,century,4
c26-6,c26,The,4
c26-7,c26,there,4
c26-8,c26,three,4
c26-9,c26,y,4
c26-10,c26,Ural,4
c27,40,,4
c27-1,c27,the,4
c27-2,c27,then,4
c27-3,c27,Ural,4
c27-4,c27,Asia,4
c27-5,c27,In,4
c27-6,c27,from,4
c27-7,c27,be,4
c27-8,c27,drawn,4
c27-9,c27,Bay,4
c27-10,c27,Union,4
66,40,,4
c28,40,,4
c28-1,c28,years,4
c28-2,c28,the,4
c28-3,c28,ago,4
c28-4,c28,who,4
c28-5,c28,thousand,4
c28-6,c28,by,4
c28-7,c28,from,4
c28-8,c28,due,4
c28-9,c28,man,4
c28-10,c28,is,4
c29,40,,4
c29-1,c29,the,4
c29-2,c29,from,4
69,40,,4
c30,40,,4
c30-1,c30,the,4
c30-2,c30,by,4
c30-3,c30,from,4
c30-4,c30,disk,4
c30-5,c30,of,4
c30-6,c30,sky,4
c30-7,c30,Nebra,4
c30-8,c30,these,4
c30-9,c30,was,4
c30-10,c30,at,4
c31,40,,4
c31-1,c31,the,4
c31-2,c31,Age,4
c31-3,c31,Iron,4
c31-4,c31,by,4
c31-5,c31,around,4
c31-6,c31,The,4
c31-7,c31,from,4
c31-8,c31,who,4
c31-9,c31,8th,4
c31-10,c31,rise,4
c32,40,,4
c32-1,c32,the,4
c32-2,c32,of,4
c32-3,c32,was,4
c32-4,c32,that,4
c32-5,c32,The,4
c32-6,c32,Greek,4
c32-7,c32,Greeks,4
c32-8,c32,Persian,4
c32-9,c32,Parthenon,4
c32-10,c32,years,4
c33,40,,4
c33-1,c33,the,4
c33-2,c33,The,4
c33-3,c33,Augustus,4
c33-4,c33,base,4
c33-5,c33,their,4
c33-6,c33,by,4
c33-7,c33,greatest,4
c33-8,c33,from,4
c33-9,c33,3rd,4
c33-10,c33,mark,4
c34,40,,4
c34-1,c34,the,4
c34-2,c34,of,4
c34-3,c34,The,4
c34-4,c34,by,4
c34-5,c34,Constantine,4
c34-6,c34,was,4
c34-7,c34,Antoninus,4
c34-8,c34,as,4
c34-9,c34,Pius,4
c34-10,c34,three,4
c35,40,,4
c35-1,c35,the,4
c35-2,c35,from,4
c35-3,c35,of,4
c35-4,c35,Dark,4
c35-5,c35,few,4
c35-6,c35,Franks,4
c35-7,c35,Petrarch,4
c35-8,c35,Huns,4
c35-9,c35,safeguard,4
c35-10,c35,such,4
c36,40,,4
c36-1,c36,the,4
c36-2,c36,legal,4
c36-3,c36,he,4
c36-4,c36,age,4
c36-5,c36,Justinian,4
c36-6,c36,that,4
c36-7,c36,Hagia,4
c36-8,c36,was,4
c36-9,c36,brought,4
c36-10,c36,as,4
77,40,,4
c37,40,,4
c37-1,c37,the,4
c37-2,c37,The,4
c37-3,c37,of,4
c37-4,c37,century,4
c37-5,c37,by,4
c37-6,c37,then,4
c37-7,c37,siege,4
c37-8,c37,mid,4
c37-9,c37,areas,4
c37-10,c37,brought,4
c38,40,,4
c38-1,c38,the,4
c38-2,c38,of,4
c38-3,c38,who,4
c38-4,c38,had,4
c38-5,c38,Ages,4
c38-6,c38,fell,4
c38-7,c38,was,4
c38-8,c38,Dark,4
c38-9,c38,by,4
c38-10,c38,various,4
c39,40,,4
c39-1,c39,the,4
c39-2,c39,Great,4
c39-3,c39,century,4
c39-4,c39,largest,4
c39-5,c39,of,4
c39-6,c39,way,4
c39-7,c39,Kievan,4
c39-8,c39,Kiev,4
c39-9,c39,Rus,4
c39-10,c39,In,4
81,40,,4
c40,40,,4
c40-1,c40,the,4
c40-2,c40,of,4
c40-3,c40,by,4
c40-4,c40,year,4
c40-5,c40,on,4
c40-6,c40,The,4
c40-7,c40,High,4
c40-8,c40,Ages,4
c40-9,c40,development,4
c40-10,c40,between,4
83,40,,4
c41,40,,4
c41-1,c41,the,4
c41-2,c41,The,4
c41-3,c41,of,4
c41-4,c41,from,4
c41-5,c41,Ages,4
c41-6,c41,by,4
c41-7,c41,two,4
c41-8,c41,led,4
c41-9,c41,Magna,4
c41-10,c41,between,4
c42,40,,4
c42-1,c42,the,4
c42-2,c42,crusade,4
c42-3,c42,Urban,4
c42-4,c42,of,4
c42-5,c42,In,4
c42-6,c42,height,4
c42-7,c42,seven,4
c42-8,c42,The,4
c42-9,c42,n,4
c42-10,c42,rule,4
c43,40,,4
c43-1,c43,the,4
c43-2,c43,was,4
c43-3,c43,from,4
c43-4,c43,when,4
c43-5,c43,fell,4
c43-6,c43,resurgent,4
c43-7,c43,largest,4
c43-8,c43,taken,4
c43-9,c43,city,4
c43-10,c43,defeat,4
c44,40,,4
c44-1,c44,by,4
c44-2,c44,of,4
c44-3,c44,The,4
c44-4,c44,Batu,4
c44-5,c44,Khan,4
c44-6,c44,the,4
c45,40,,4
c45-1,c45,the,4
c45-2,c45,of,4
c45-3,c45,Ivan,4
c45-4,c45,these,4
c45-5,c45,by,4
c45-6,c45,The,4
c45-7,c45,grew,4
c45-8,c45,Grand,4
c45-9,c45,Great,4
c45-10,c45,from,4
c46,40,,4
c46-1,c46,the,4
c46-2,c46,The,4
c46-3,c46,of,4
c46-4,c46,between,4
c46-5,c46,crisis,4
c46-6,c46,human,4
c46-7,c46,Great,4
c46-8,c46,an,4
c46-9,c46,that,4
c46-10,c46,by,4
c47,40,,4
c47-1,c47,the,4
c47-2,c47,than,4
c47-3,c47,The,4
c47-4,c47,led,4
c47-5,c47,was,4
c47-6,c47,had,4
c47-7,c47,every,4
c47-8,c47,by,4
c47-9,c47,century,4
c47-10,c47,beggars,4
91,40,,4
c48,40,,4
c48-1,c48,by,4
c48-2,c48,of,4
c48-3,c48,The,4
c48-4,c48,such,4
c48-5,c48,Vinci,4
c48-6,c48,are,4
c49,40,,4
c49-1,c49,the,4
c49-2,c49,of,4
c49-3,c49,The,4
c49-4,c49,from,4
c49-5,c49,new,4
c49-6,c49,by,4
c49-7,c49,saw,4
c49-8,c49,between,4
c49-9,c49,was,4
c49-10,c49,art,4
c50,40,,4
c50-1,c50,the,4
c50-2,c50,century,4
c50-3,c50,caused,4
c50-4,c50,had,4
95,40,the,4
c51,40,,4
c51-1,c51,the,4
c51-2,c51,of,4
c51-3,c51,by,4
c51-4,c51,The,4
c51-5,c51,In,4
c51-6,c51,between,4
c51-7,c51,Peace,4
c52,40,,4
c52-1,c52,the,4
c52-2,c52,of,4
c52-3,c52,central,4
c52-4,c52,by,4
c52-5,c52,than,4
c52-6,c52,200-year,4
c52-7,c52,century,4
c52-8,c52,Russia,4
c52-9,c52,Vienna,4
c52-10,c52,siege,4
c53,40,,4
c53-1,c53,the,4
c53-2,c53,of,4
c53-3,c53,New,4
c53-4,c53,century,4
c53-5,c53,arose,4
c53-6,c53,and,4
c53-7,c53,time,4
c53-8,c53,took,4
c53-9,c53,ocean,4
c53-10,c53,figures,4
99,40,,4
c54,40,,4
c54-1,c54,Armé,4
c54-2,c54,had,4
c54-3,c54,from,4
c54-4,c54,retreat,4
c54-5,c54,Russia,4
c54-6,c54,lost,4
c55,40,,4
c55-1,c55,the,4
c55-2,c55,of,4
c55-3,c55,by,4
c55-4,c55,The,4
c55-5,c55,saw,4
c55-6,c55,that,4
c55-7,c55,as,4
c55-8,c55,Vienna,4
c55-9,c55,movement,4
c55-10,c55,was,4
c56,40,,4
c56-1,c56,the,4
c56-2,c56,of,4
c56-3,c56,War,4
c56-4,c56,Greek,4
c56-5,c56,marked,4
c56-6,c56,Serbian,4
c56-7,c56,from,4
c56-8,c56,seemed,4
c56-9,c56,Habsburg,4
c56-10,c56,grew,4
103,40,,4
c57,40,,4
c57-1,c57,the,4
c57-2,c57,from,4
c57-3,c57,of,4
c57-4,c57,In,4
c57-5,c57,caused,4
c57-6,c57,urban,4
c57-7,c57,The,4
c57-8,c57,in,4
c57-9,c57,new,4
c57-10,c57,Industrial,4
c58,40,,4
c58-1,c58,of,4
c58-2,c58,the,4
c58-3,c58,o,4
c58-4,c58,V,4
c58-5,c58,Austria-Hungary,4
c58-6,c58,Franz,4
c58-7,c58,right,4
c58-8,c58,f,4
106,40,,4
c59,40,,4
c59-1,c59,the,4
c59-2,c59,war,4
c59-3,c59,was,4
c59-4,c59,fought,4
c59-5,c59,Austria,4
c59-6,c59,Franz,4
c59-7,c59,when,4
c59-8,c59,than,4
c59-9,c59,The,4
c59-10,c59,drawn,4
c60,40,,4
c60-1,c60,Serbian,4
c60-2,c60,war,4
c60-3,c60,the,4
c61,40,,4
c61-1,c61,the,4
c61-2,c61,War,4
c61-3,c61,of,4
c61-4,c61,The,4
c61-5,c61,into,4
c61-6,c61,upon,4
c61-7,c61,Russian,4
c61-8,c61,broke,4
c61-9,c61,Russia,4
c61-10,c61,Austria-Hungary,4
c62,40,,4
c62-1,c62,the,4
c62-2,c62,War,4
c62-3,c62,Great,4
c62-4,c62,Purge,4
c62-5,c62,Russian,4
c62-6,c62,grain,4
c62-7,c62,of,4
c62-8,c62,for,4
c62-9,c62,In,4
c62-10,c62,Russia,4
c63,40,,4
c63-1,c63,the,4
c63-2,c63,The,4
c63-3,c63,War,4
c63-4,c63,by,4
c63-5,c63,of,4
c63-6,c63,Great,4
c63-7,c63,Russia,4
c63-8,c63,Austrian,4
c63-9,c63,Weimar,4
c63-10,c63,caused,4
c64,40,,4
c64-1,c64,the,4
c64-2,c64,by,4
c64-3,c64,In,4
c64-4,c64,was,4
c64-5,c64,began,4
c64-6,c64,year,4
c64-7,c64,of,4
c64-8,c64,Austria,4
c64-9,c64,that,4
c64-10,c64,into,4
c65,40,,4
c65-1,c65,the,4
c65-2,c65,on,4
c65-3,c65,but,4
c65-4,c65,send,4
c65-5,c65,their,4
c65-6,c65,at,4
c65-7,c65,war,4
c65-8,c65,was,4
c65-9,c65,same,4
c65-10,c65,time,4
c66,40,,4
c66-1,c66,the,4
c66-2,c66,on,4
c66-3,c66,began,4
c66-4,c66,August,4
c66-5,c66,Pearl,4
c66-6,c66,y,4
c66-7,c66,drew,4
c66-8,c66,In,4
c66-9,c66,December,4
c66-10,c66,through,4
c67,40,,4
c67-1,c67,the,4
c67-2,c67,at,4
c67-3,c67,Three,4
c67-4,c67,Big,4
c67-5,c67,from,4
c67-6,c67,Winston,4
c68,40,,4
c68-1,c68,the,4
c68-2,c68,War,4
c68-3,c68,post-war,4
c68-4,c68,was,4
c68-5,c68,largest,4
c68-6,c68,war,4
c68-7,c68,had,4
c68-8,c68,of,4
c68-9,c68,The,4
c68-10,c68,Union,4
c69,40,,4
c69-1,c69,the,4
c69-2,c69,War,4
c69-3,c69,by,4
c69-4,c69,map,4
c69-5,c69,NATO,4
c69-6,c69,The,4
c69-7,c69,at,4
c69-8,c69,two,4
c69-9,c69,was,4
c69-10,c69,Union,4
c70,40,,4
c70-1,c70,the,4
c70-2,c70,of,4
c70-3,c70,began,4
c70-4,c70,The,4
c70-5,c70,Ministry,4
c70-6,c70,Steel,4
c71,40,,4
c71-1,c71,the,4
c71-2,c71,of,4
c71-3,c71,time,4
c71-4,c71,had,4
c71-5,c71,same,4
c71-6,c71,War,4
c71-7,c71,new,4
c71-8,c71,two,4
c71-9,c71,movement,4
c71-10,c71,end,4
c72,40,,4
c72-1,c72,the,4
c72-2,c72,of,4
c72-3,c72,by,4
c72-4,c72,flag,4
c72-5,c72,for,4
c73,40,,4
c73-1,c73,the,4
c73-2,c73,grew,4
c73-3,c73,The,4
c73-4,c73,In,4
c73-5,c73,central,4
c73-6,c73,EU,4
c73-7,c73,Steel,4
c73-8,c73,bank,4
c73-9,c73,between,4
c73-10,c73,of,4
c74,40,,4
c74-1,c74,the,4
c74-2,c74,of,4
c74-3,c74,variation,4
c74-4,c74,great,4
c74-5,c74,than,4
c74-6,c74,has,4
c74-7,c74,are,4
c74-8,c74,Ocean,4
c74-9,c74,high,4
c74-10,c74,heart,4
c75,40,,4
c75-1,c75,the,4
c75-2,c75,like,4
c75-3,c75,Iberian,4
c75-4,c75,ocean,4
c75-5,c75,Peninsula,4
c75-6,c75,are,4
c75-7,c75,areas,4
c75-8,c75,that,4
c75-9,c75,rising,4
c75-10,c75,such,4
124,40,,4
125,40,,4
c76,40,,4
c76-1,c76,the,4
c76-2,c76,The,4
c76-3,c76,but,4
c76-4,c76,warm,4
c76-5,c76,not,4
c76-6,c76,areas,4
c76-7,c76,same,4
c76-8,c76,winds,4
c76-9,c76,because,4
c76-10,c76,from,4
c77,40,,4
c77-1,c77,the,4
c77-2,c77,on,4
c77-3,c77,average,4
c77-4,c77,higher,4
c77-5,c77,than,4
c77-6,c77,same,4
c77-7,c77,F,4
c77-8,c77,part,4
c77-9,c77,Russia,4
c77-10,c77,in,4
128,40,,4
c78,40,,4
c78-1,c78,the,4
c78-2,c78,years,4
c78-3,c78,ago,4
c78-4,c78,Elbrus,4
c78-5,c78,Russia,4
c78-6,c78,is,4
c78-7,c78,up,4
c78-8,c78,The,4
c78-9,c78,of,4
c78-10,c78,around,4
c79,40,,4
c79-1,c79,the,4
c79-2,c79,of,4
c79-3,c79,are,4
c79-4,c79,from,4
c79-5,c79,by,4
c79-6,c79,The,4
c79-7,c79,between,4
c79-8,c79,hugely,4
c79-9,c79,Ireland,4
c79-10,c79,rise,4
c80,40,,4
c80-1,c80,the,4
c80-2,c80,of,4
c80-3,c80,continent,4
c80-4,c80,may,4
c80-5,c80,The,4
c80-6,c80,from,4
c81,40,,4
c81-1,c81,the,4
c81-2,c81,by,4
c81-3,c81,been,4
c81-4,c81,Russia,4
c81-5,c81,few,4
c81-6,c81,of,4
c81-7,c81,areas,4
c81-8,c81,man,4
c81-9,c81,are,4
133,40,,4
c82,40,,4
c82-1,c82,the,4
c82-2,c82,are,4
c82-3,c82,of,4
c82-4,c82,been,4
c82-5,c82,not,4
c82-6,c82,Few,4
c82-7,c82,warm,4
c82-8,c82,grazed,4
c82-9,c82,wind,4
c82-10,c82,large,4
135,40,,4
c83,40,,4
c83-1,c83,the,4
c83-2,c83,of,4
c83-3,c83,The,4
c83-4,c83,was,4
c83-5,c83,has,4
c83-6,c83,area,4
c83-7,c83,areas,4
c83-8,c83,now,4
c83-9,c83,but,4
c83-10,c83,from,4
c84,40,,4
c84-1,c84,the,4
c84-2,c84,taiga,4
c84-3,c84,are,4
c84-4,c84,In,4
c84-5,c84,Russia,4
c84-6,c84,The,4
c84-7,c84,central,4
c84-8,c84,trees,4
c84-9,c84,from,4
c84-10,c84,been,4
c85,40,,4
c85-1,c85,the,4
c85-2,c85,of,4
c85-3,c85,bear,4
c85-4,c85,brown,4
c85-5,c85,bears,4
c85-6,c85,caused,4
c85-7,c85,they,4
c85-8,c85,The,4
c85-9,c85,may,4
c85-10,c85,In,4
c86,40,,4
c86-1,c86,the,4
c86-2,c86,of,4
c86-3,c86,bison,4
c86-4,c86,now,4
c86-5,c86,great,4
c86-6,c86,Biał,4
c86-7,c86,on,4
c86-8,c86,between,4
c86-9,c86,Belarus,4
c87,40,,4
c87-1,c87,fox,4
c87-2,c87,the,4
c87-3,c87,like,4
c87-4,c87,cat,4
c87-5,c87,snakes,4
c87-6,c87,grass,4
c87-7,c87,hawks,4
c87-8,c87,of,4
c87-9,c87,prey,4
c88,40,,4
c88-1,c88,fish,4
c88-2,c88,like,4
c88-3,c88,are,4
c88-4,c88,roe,4
c88-5,c88,add,4
c88-6,c88,the,4
c88-7,c88,as,4
c89,40,,4
c89-1,c89,the,4
c89-2,c89,of,4
c89-3,c89,has,4
c89-4,c89,been,4
c89-5,c89,on,4
c89-6,c89,The,4
c90,40,,4
c90-1,c90,are,4
c90-2,c90,seas,4
c90-3,c90,crustaceans,4
c90-4,c90,fish,4
c90-5,c90,sea,4
c90-6,c90,fauna,4
c91,40,,4
c91-1,c91,the,4
c91-2,c91,been,4
c91-3,c91,by,4
c91-4,c91,of,4
c91-5,c91,as,4
c91-6,c91,well,4
145,40,,4
c92,40,,4
c92-1,c92,the,4
c92-2,c92,diagram,4
c92-3,c92,between,4
c93,40,,4
c93-1,c93,eleven,4
c93-2,c93,the,4
c93-3,c93,of,4
c93-4,c93,The,4
c93-5,c93,map,4
c93-6,c93,from,4
c93-7,c93,was,4
c93-8,c93,are,4
c94,40,,4
c94-1,c94,the,4
c94-2,c94,has,4
c94-3,c94,been,4
c94-4,c94,of,4
c94-5,c94,legal,4
c94-6,c94,War,4
c94-7,c94,as,4
c94-8,c94,The,4
c94-9,c94,end,4
c94-10,c94,social,4
c95,40,,4
c95-1,c95,the,4
c95-2,c95,are,4
c95-3,c95,Union,4
c95-4,c95,members,4
c95-5,c95,Benelux,4
c95-6,c95,Area,4
c95-7,c95,Visegrá,4
c95-8,c95,union,4
150,40,,4
c96,40,,4
c96-1,c96,suggested,4
c96-2,c96,been,4
c96-3,c96,that,4
c96-4,c96,has,4
c96-5,c96,be,4
c96-6,c96,out,4
c96-7,c96,into,4
c96-8,c96,List,4
152,40,,4
