id,parentid,text,value
0,,第一章,0
c1,0,,4
c1-1,c1,人,4
c1-2,c1,山,4
c1-3,c1,月,4
c1-4,c1,远,4
c1-5,c1,花,4
c1-6,c1,多,4
c1-7,c1,难,4
c1-8,c1,水,4
c1-9,c1,雨,4
c1-10,c1,云,4
